,holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical
26764,None,293.75,0.0,0.0,36,Clouds,scattered clouds,9/20/2016 20:00,2755,very low
41718,None,260.22,0.0,0.0,75,Clouds,broken clouds,2/22/2018 8:00,5837,very high
19254,None,280.55,0.0,0.0,90,Rain,moderate rain,10/31/2015 5:00,721,very low
45254,None,299.08,0.0,0.0,1,Clear,sky is clear,6/23/2018 13:00,4560,high
40976,None,270.29,0.0,0.0,90,Mist,mist,1/25/2018 20:00,3009,low
40792,None,275.5,0.0,0.0,75,Clouds,broken clouds,1/19/2018 20:00,3094,low
12686,None,264.44,0.0,0.0,90,Clouds,overcast clouds,3/5/2014 1:00,316,very low
45649,None,296.3,0.0,0.0,1,Clear,sky is clear,7/7/2018 23:00,2246,very low
32527,None,279.62,0.0,0.0,90,Drizzle,light intensity drizzle,4/10/2017 13:00,4778,high
13053,None,270.61,0.0,0.0,90,Clouds,overcast clouds,3/20/2014 9:00,5115,high
16688,None,290.47,0.0,0.0,1,Clear,sky is clear,7/19/2015 3:00,451,very low
31000,None,279.82,0.0,0.0,1,Clear,sky is clear,2/13/2017 14:00,4930,high
32657,None,281.75,0.0,0.0,90,Clouds,overcast clouds,4/14/2017 7:00,6026,very high
16189,None,289.59,0.0,0.0,1,Clear,sky is clear,7/2/2015 9:00,4419,high
502,None,290.59,0.0,0.0,20,Clouds,few clouds,10/22/2012 13:00,4546,high
33159,None,279.36,0.0,0.0,1,Clear,sky is clear,4/28/2017 22:00,2916,low
10479,None,249.63,0.0,0.0,75,Clouds,broken clouds,12/7/2013 5:00,742,very low
13190,None,261.51,0.0,0.0,1,Clear,sky is clear,3/26/2014 2:00,240,very low
45442,None,299.61,0.0,0.0,75,Clouds,broken clouds,6/30/2018 9:00,3627,low
15146,None,295.75,0.25,0.0,24,Rain,light rain,6/24/2014 20:00,3174,low
39028,None,275.86,0.0,0.0,90,Mist,mist,11/17/2017 11:00,5128,high
43794,None,289.73,0.0,0.0,90,Drizzle,light intensity drizzle,5/3/2018 23:00,1308,very low
42778,None,272.15,0.0,0.0,90,Snow,heavy snow,3/31/2018 2:00,485,very low
4161,None,270.38,0.0,0.0,90,Clouds,overcast clouds,3/8/2013 19:00,3795,low
8956,None,286.86,0.0,0.0,90,Rain,moderate rain,9/15/2013 4:00,295,very low
5187,None,276.72,0.0,0.0,90,Clouds,overcast clouds,4/16/2013 16:00,6713,very high
20345,New Years Day,265.94,0.0,0.0,90,Snow,light snow,1/1/2016 0:00,1513,very low
18142,None,288.02,0.0,0.0,75,Mist,mist,9/10/2015 7:00,6518,very high
37833,None,285.15,0.0,0.0,90,Mist,mist,10/7/2017 8:00,3039,low
8308,None,290.1,0.0,0.0,40,Clouds,scattered clouds,8/9/2013 23:00,2172,very low
2347,None,262.38,0.0,0.0,1,Clear,sky is clear,12/24/2012 11:00,3559,low
18634,None,294.22,0.0,0.0,1,Clear,sky is clear,9/27/2015 22:00,1690,very low
29869,None,262.65,0.0,0.0,90,Snow,light snow,1/8/2017 16:00,4103,low
43347,None,268.69,0.0,0.0,90,Snow,light snow,4/16/2018 3:00,357,very low
183,None,279.61,0.0,0.0,99,Drizzle,light intensity drizzle,10/10/2012 9:00,5680,high
18969,None,281.63,0.0,0.0,90,Clouds,overcast clouds,10/12/2015 19:00,2854,very low
41007,None,276.87,0.0,0.0,1,Clear,sky is clear,1/26/2018 19:00,3638,low
18522,None,291.69,0.51,0.0,90,Mist,mist,9/23/2015 21:00,2422,very low
23892,None,288.48,0.0,0.0,75,Clouds,broken clouds,6/3/2016 3:00,571,very low
36838,None,290.48,0.0,0.0,90,Haze,haze,9/2/2017 5:00,745,very low
23296,None,285.84,0.0,0.0,90,Clouds,overcast clouds,5/12/2016 17:00,6049,very high
44205,None,292.72,0.0,0.0,75,Clouds,broken clouds,5/19/2018 2:00,639,very low
19208,None,274.55,0.0,0.0,90,Snow,light snow,10/28/2015 21:00,2398,very low
47696,None,295.48,0.0,0.0,1,Clear,sky is clear,9/15/2018 5:00,871,very low
40805,None,268.35,0.0,0.0,1,Fog,fog,1/20/2018 6:00,1307,very low
41208,None,264.79,0.0,0.0,90,Snow,snow,2/3/2018 14:00,3572,low
30112,None,271.82,0.0,0.0,90,Clouds,overcast clouds,1/16/2017 20:00,1837,very low
40387,None,247.21,0.0,0.0,5,Clear,sky is clear,1/6/2018 7:00,1728,very low
20304,None,267.21,0.0,0.0,90,Mist,mist,12/30/2015 4:00,779,very low
16820,None,292.97,1.09,0.0,75,Drizzle,light intensity drizzle,7/24/2015 7:00,5700,high
30896,None,265.68,0.0,0.0,5,Clear,sky is clear,2/9/2017 15:00,5977,very high
26405,None,294.53,0.0,0.0,1,Clear,sky is clear,9/6/2016 23:00,851,very low
31714,None,263.9,0.0,0.0,1,Snow,light snow,3/13/2017 6:00,4930,high
19976,None,277.08,0.0,0.0,90,Drizzle,light intensity drizzle,12/13/2015 13:00,4440,high
35773,None,290.81,0.0,0.0,20,Clouds,few clouds,7/29/2017 8:00,2373,very low
46893,None,291.01,0.0,0.0,90,Mist,mist,8/21/2018 5:00,3136,low
21685,None,276.01,0.0,0.0,90,Rain,light rain,3/9/2016 10:00,4598,high
14205,None,289.44,0.51,0.0,90,Rain,light rain,5/10/2014 20:00,2890,very low
11021,None,271.81,0.0,0.0,64,Clouds,broken clouds,12/27/2013 22:00,2431,very low
14606,None,293.56,0.0,0.0,48,Clouds,scattered clouds,5/24/2014 9:00,3476,low
20080,None,265.76,0.0,0.0,90,Snow,light snow,12/18/2015 13:00,5490,high
14786,None,294.13,1.04,0.0,90,Rain,moderate rain,5/31/2014 20:00,3047,low
5582,None,295.92,0.0,0.0,1,Clear,sky is clear,4/28/2013 18:00,3909,low
18190,None,280.83,0.0,0.0,1,Fog,fog,9/12/2015 2:00,369,very low
3729,None,273.17,0.0,0.0,90,Haze,haze,2/19/2013 10:00,4273,low
37308,None,294.15,0.0,0.0,90,Rain,light rain,9/20/2017 4:00,902,very low
1475,None,271.79,0.0,0.0,90,Clouds,overcast clouds,11/26/2012 2:00,258,very low
38307,None,277.38,0.0,0.0,75,Clouds,broken clouds,10/25/2017 5:00,3006,low
5434,None,276.33,0.0,0.0,90,Rain,light rain,4/23/2013 16:00,6519,very high
2095,None,274.85,0.0,0.0,90,Mist,mist,12/16/2012 18:00,3076,low
9530,None,281.72,1.39,0.0,92,Mist,mist,10/17/2013 20:00,2959,low
21736,None,291.15,0.0,0.0,75,Clouds,broken clouds,3/12/2016 18:00,4836,high
19574,None,279.22,0.0,0.0,90,Drizzle,drizzle,11/18/2015 18:00,4550,high
13467,None,288.68,0.0,0.0,20,Clouds,few clouds,4/6/2014 16:00,4242,low
17805,None,286.03,0.25,0.0,1,Rain,light rain,8/29/2015 4:00,388,very low
13511,None,281.49,0.0,0.0,20,Clouds,few clouds,4/8/2014 12:00,5092,high
25448,None,295.75,0.0,0.0,75,Clouds,broken clouds,8/3/2016 2:00,667,very low
35275,None,292.62,0.0,0.0,1,Clear,sky is clear,7/12/2017 6:00,5631,high
6757,None,285.18,0.0,0.0,92,Clouds,overcast clouds,6/7/2013 1:00,453,very low
46746,None,291.88,0.0,0.0,1,Mist,mist,8/16/2018 6:00,5386,high
16791,None,297.34,0.0,0.0,1,Clear,sky is clear,7/23/2015 10:00,4585,high
32300,None,285.22,0.0,0.0,90,Clouds,overcast clouds,4/2/2017 17:00,4153,low
37900,None,282.08,0.0,0.0,90,Rain,light rain,10/9/2017 18:00,4282,low
45820,None,299.95,0.0,0.0,75,Clouds,broken clouds,7/13/2018 19:00,3664,low
20644,None,262.01,0.0,0.0,90,Clouds,overcast clouds,1/15/2016 23:00,1700,very low
21722,None,287.15,0.0,0.0,5,Clear,sky is clear,3/11/2016 20:00,3086,low
26289,None,293.32,0.0,0.0,1,Clear,sky is clear,9/3/2016 20:00,2635,very low
16067,None,290.94,0.0,0.0,90,Rain,light rain,6/28/2015 3:00,345,very low
37532,None,283.35,0.0,0.0,90,Clouds,overcast clouds,9/28/2017 4:00,871,very low
13651,None,270.7,0.0,0.0,90,Clouds,overcast clouds,4/14/2014 8:00,6037,very high
14270,None,285.93,0.25,0.0,32,Rain,light rain,5/12/2014 13:00,4902,high
17067,None,286.95,0.0,0.0,1,Clear,sky is clear,8/3/2015 5:00,2995,low
38575,None,274.8,0.0,0.0,40,Fog,fog,11/2/2017 3:00,383,very low
29486,None,274.72,0.0,0.0,90,Snow,light snow,12/25/2016 19:00,2176,very low
22223,None,271.42,0.0,0.0,90,Snow,light snow,4/4/2016 6:00,5684,high
42038,None,275.88,0.0,0.0,90,Rain,proximity shower rain,3/4/2018 12:00,4241,low
41674,None,265.95,0.0,0.0,90,Snow,light snow,2/20/2018 12:00,4407,high
36571,None,294.02,0.0,0.0,1,Clear,sky is clear,8/24/2017 19:00,3728,low
38230,None,284.95,0.0,0.0,1,Clear,sky is clear,10/22/2017 0:00,1425,very low
23858,None,290.89,0.0,0.0,90,Clouds,overcast clouds,6/1/2016 18:00,4689,high
37425,None,295.61,0.0,0.0,90,Rain,light rain,9/24/2017 22:00,1717,very low
13016,None,272.51,0.25,0.0,90,Rain,light rain,3/18/2014 20:00,2396,very low
40375,None,253.58,0.0,0.0,40,Clouds,scattered clouds,1/5/2018 19:00,3652,low
34406,None,306.68,0.0,0.0,75,Clouds,broken clouds,6/10/2017 17:00,4149,low
17493,None,290.86,1.33,0.0,90,Drizzle,light intensity drizzle,8/18/2015 15:00,5468,high
8632,None,301.8,0.0,0.0,12,Clouds,few clouds,8/24/2013 17:00,4461,high
37687,None,291.37,0.0,0.0,75,Thunderstorm,proximity thunderstorm,10/3/2017 4:00,895,very low
16269,None,293.32,0.0,0.0,1,Mist,mist,7/5/2015 1:00,838,very low
28786,None,272.59,0.0,0.0,90,Clouds,overcast clouds,12/3/2016 17:00,5347,high
31327,None,270.29,0.0,0.0,1,Clear,sky is clear,2/26/2017 21:00,2028,very low
46598,None,302.41,0.0,0.0,20,Clouds,few clouds,8/10/2018 14:00,5367,high
36159,None,291.08,0.0,0.0,5,Clear,sky is clear,8/11/2017 10:00,4764,high
24802,None,287.83,0.0,0.0,1,Fog,fog,7/9/2016 5:00,976,very low
3388,None,268.06,0.0,0.0,90,Mist,mist,2/6/2013 5:00,2605,very low
11686,None,249.64,0.0,0.0,1,Clear,sky is clear,1/22/2014 23:00,924,very low
21333,None,272.48,0.0,0.0,90,Mist,mist,2/16/2016 7:00,6246,very high
9872,None,272.14,0.0,0.0,64,Fog,fog,11/15/2013 8:00,5931,very high
3835,None,269.31,0.0,0.0,90,Snow,heavy snow,2/23/2013 18:00,4301,low
40216,None,247.15,0.0,0.0,5,Clear,sky is clear,12/30/2017 9:00,2412,very low
22584,None,284.4,0.0,0.0,75,Clouds,broken clouds,4/19/2016 23:00,1043,very low
15763,None,294.02,0.0,0.0,1,Mist,mist,7/26/2014 6:00,1574,very low
13426,None,273.29,0.25,0.0,1,Rain,light rain,4/4/2014 23:00,1665,very low
24830,None,291.79,5.46,0.0,90,Rain,heavy intensity rain,7/10/2016 6:00,1481,very low
236,None,272.58,0.0,0.0,1,Clear,sky is clear,10/13/2012 0:00,1335,very low
17197,None,292.72,0.0,0.0,1,Mist,mist,8/8/2015 0:00,1414,very low
35588,None,295.89,0.0,0.0,1,Clear,sky is clear,7/22/2017 23:00,2632,very low
38287,None,277.75,0.0,0.0,75,Clouds,broken clouds,10/24/2017 9:00,5526,high
15452,None,295.03,0.6,0.0,92,Rain,light rain,7/12/2014 15:00,4578,high
24778,None,293.28,0.0,0.0,40,Clouds,scattered clouds,7/8/2016 9:00,4451,high
17672,None,291.97,0.0,0.0,75,Clouds,broken clouds,8/23/2015 18:00,3910,low
28394,None,274.71,0.0,0.0,90,Clouds,overcast clouds,11/23/2016 19:00,2730,very low
39979,None,267.88,0.0,0.0,90,Clouds,overcast clouds,12/21/2017 20:00,2884,very low
8065,None,290.12,0.38,0.0,80,Mist,mist,7/31/2013 5:00,2956,low
38180,None,289.07,0.0,0.0,1,Clear,sky is clear,10/20/2017 10:00,4730,high
39093,None,266.01,0.0,0.0,1,Clear,sky is clear,11/19/2017 9:00,3432,low
26538,None,293.97,0.0,0.0,1,Clear,sky is clear,9/11/2016 20:00,3112,low
43919,None,290.46,0.0,0.0,40,Thunderstorm,proximity thunderstorm with rain,5/8/2018 19:00,3274,low
20283,None,268.91,0.0,0.05,90,Mist,mist,12/29/2015 6:00,3568,low
9661,None,273.85,0.0,0.0,64,Snow,light snow,11/6/2013 4:00,859,very low
32846,None,281.01,0.0,0.0,90,Drizzle,light intensity drizzle,4/19/2017 17:00,6192,very high
38818,None,267.43,0.0,0.0,40,Clouds,scattered clouds,11/10/2017 15:00,5667,high
33561,None,292.02,0.0,0.0,20,Clouds,few clouds,5/12/2017 12:00,5367,high
18250,None,291.14,0.0,0.0,5,Clear,sky is clear,9/14/2015 9:00,4982,high
21639,None,276.61,0.0,0.0,40,Clouds,scattered clouds,3/6/2016 8:00,1987,very low
5591,None,285.89,0.0,0.0,1,Clear,sky is clear,4/29/2013 3:00,274,very low
5061,None,272.9,0.0,0.0,90,Mist,mist,4/12/2013 22:00,2774,very low
23074,None,291.31,0.0,0.0,1,Clear,sky is clear,5/6/2016 8:00,5690,high
23909,None,291.16,1.41,0.0,90,Mist,mist,6/3/2016 16:00,5933,very high
48169,None,281.41,0.0,0.0,90,Drizzle,light intensity drizzle,9/29/2018 16:00,4735,high
2487,None,266.68,0.0,0.0,90,Mist,mist,12/29/2012 11:00,3583,low
42398,None,266.76,0.0,0.0,5,Clear,sky is clear,3/17/2018 8:00,3095,low
1949,None,268.75,0.0,0.0,89,Clouds,overcast clouds,12/12/2012 14:00,5320,high
12154,None,255.86,0.0,0.0,1,Clear,sky is clear,2/10/2014 19:00,2838,very low
35628,None,294.95,0.0,0.0,75,Clouds,broken clouds,7/24/2017 12:00,4581,high
36267,None,287.82,0.0,0.0,1,Fog,fog,8/15/2017 3:00,376,very low
46300,None,289.85,0.0,0.0,1,Clear,sky is clear,7/31/2018 1:00,368,very low
24913,None,294.99,0.0,0.0,20,Clouds,few clouds,7/13/2016 7:00,6025,very high
44699,None,288.9,0.0,0.0,40,Haze,haze,6/5/2018 8:00,5645,high
25735,None,293.04,0.0,0.0,0,Clear,Sky is Clear,8/14/2016 21:00,2601,very low
1689,None,277.33,0.0,0.0,75,Mist,mist,12/3/2012 22:00,1399,very low
17668,None,291.95,0.0,0.0,75,Clouds,broken clouds,8/23/2015 14:00,4499,high
10663,None,260.48,0.0,0.0,90,Snow,light snow,12/14/2013 2:00,506,very low
3963,None,271.61,0.0,0.0,75,Clouds,broken clouds,2/28/2013 0:00,659,very low
47375,None,294.31,0.25,0.0,90,Mist,mist,9/4/2018 1:00,321,very low
24713,None,291.88,0.0,0.0,40,Clouds,scattered clouds,7/6/2016 0:00,700,very low
25768,None,291.81,0.0,0.0,32,Clouds,scattered clouds,8/16/2016 6:00,5291,high
32407,None,284.07,0.0,0.0,1,Clear,sky is clear,4/5/2017 19:00,3612,low
21160,None,263.65,0.0,0.0,90,Haze,haze,2/8/2016 12:00,4462,high
42386,None,274.51,0.0,0.0,1,Clear,sky is clear,3/16/2018 20:00,3503,low
14528,None,288.94,0.0,0.0,0,Clear,Sky is Clear,5/21/2014 2:00,370,very low
21806,None,284.36,0.0,0.0,90,Mist,mist,3/15/2016 8:00,5771,high
10795,None,264.38,0.0,0.0,64,Clouds,broken clouds,12/19/2013 12:00,5139,high
48007,None,288.5,0.0,0.0,1,Clear,sky is clear,9/23/2018 10:00,4594,high
4337,None,272.4,0.0,0.0,90,Snow,snow,3/16/2013 19:00,3572,low
7910,None,295.09,0.0,0.0,0,Clear,Sky is Clear,7/24/2013 20:00,3156,low
17945,None,301.83,0.0,0.0,40,Clouds,scattered clouds,9/3/2015 17:00,5216,high
10686,None,255.39,0.0,0.0,1,Clear,sky is clear,12/14/2013 22:00,2981,low
39920,None,274.62,0.0,0.0,75,Clouds,broken clouds,12/19/2017 12:00,5123,high
32426,None,284.58,0.0,0.0,1,Clear,sky is clear,4/6/2017 14:00,5446,high
32315,None,281.4,0.0,0.0,90,Fog,fog,4/3/2017 5:00,2593,very low
14710,None,300.15,0.0,0.0,20,Clouds,few clouds,5/28/2014 17:00,6588,very high
11193,None,264.94,0.0,0.0,64,Mist,mist,1/3/2014 15:00,5463,high
35108,None,298.88,0.0,0.0,1,Clear,sky is clear,7/5/2017 23:00,1335,very low
6020,None,292.22,0.0,0.0,1,Clear,sky is clear,5/14/2013 16:00,6653,very high
6499,None,286.99,0.0,0.0,90,Drizzle,light intensity drizzle,5/29/2013 14:00,5556,high
1017,None,277.79,0.0,0.0,40,Clouds,scattered clouds,11/8/2012 19:00,3326,low
46931,None,298.73,0.0,0.0,5,Clear,sky is clear,8/22/2018 19:00,3444,low
46267,None,298.3,0.0,0.0,75,Thunderstorm,proximity thunderstorm,7/29/2018 17:00,4146,low
4721,None,266.61,0.0,0.0,1,Clear,sky is clear,4/2/2013 3:00,321,very low
15333,None,296.92,0.0,0.0,56,Clouds,broken clouds,7/8/2014 15:00,5964,very high
20396,None,261.64,0.0,0.0,1,Mist,mist,1/4/2016 3:00,410,very low
46672,None,294.69,0.0,0.0,1,Clear,sky is clear,8/13/2018 4:00,924,very low
30195,None,273.65,0.0,0.0,5,Mist,mist,1/18/2017 21:00,2347,very low
63,None,282.24,0.0,0.0,90,Clouds,overcast clouds,10/5/2012 6:00,5537,high
40098,None,254.79,0.0,0.0,1,Clear,sky is clear,12/26/2017 14:00,4828,high
13655,None,273.75,0.0,0.0,75,Clouds,broken clouds,4/14/2014 12:00,4777,high
32520,None,280.09,0.0,0.0,1,Clear,sky is clear,4/10/2017 7:00,6590,very high
16116,None,300.5,0.0,0.0,1,Clear,sky is clear,6/29/2015 14:00,5709,high
33966,None,287.28,0.0,0.0,40,Drizzle,light intensity drizzle,5/23/2017 20:00,2936,low
4603,None,278.45,0.0,0.0,1,Clear,sky is clear,3/28/2013 15:00,5866,very high
27378,None,290.27099999999996,0.0,0.0,76,Clouds,broken clouds,10/16/2016 17:00,4355,low
22808,None,283.06,0.0,0.0,90,Clouds,overcast clouds,4/25/2016 18:00,4681,high
11345,None,264.68,0.0,0.0,64,Haze,haze,1/10/2014 0:00,568,very low
23682,None,290.82,0.76,0.0,90,Rain,moderate rain,5/27/2016 12:00,5181,high
2384,None,258.23,0.0,0.0,1,Clear,sky is clear,12/25/2012 23:00,1079,very low
32950,None,290.88,0.0,0.0,40,Clouds,scattered clouds,4/22/2017 13:00,5422,high
14722,None,285.85,0.0,0.0,1,Clear,sky is clear,5/29/2014 5:00,2932,low
25350,None,290.06,0.0,0.0,75,Clouds,broken clouds,7/30/2016 0:00,735,very low
21974,None,280.94,0.0,0.0,1,Clear,sky is clear,3/22/2016 19:00,3456,low
6581,None,290.99,0.0,0.0,90,Rain,light rain,6/1/2013 2:00,557,very low
2403,None,258.0,0.0,0.0,40,Clouds,scattered clouds,12/26/2012 18:00,3838,low
6738,None,287.13,0.38,0.0,92,Mist,mist,6/6/2013 13:00,5139,high
41883,None,274.22,0.0,0.0,1,Clear,sky is clear,2/26/2018 21:00,2197,very low
22335,None,273.53,0.9,0.0,90,Rain,light rain,4/8/2016 13:00,5418,high
39939,None,265.48,0.0,0.0,75,Clouds,broken clouds,12/20/2017 7:00,6546,very high
21071,None,270.08,0.0,0.0,90,Snow,light snow,2/5/2016 17:00,6303,very high
17107,None,293.66,0.0,0.0,1,Haze,haze,8/4/2015 21:00,2592,very low
46393,None,297.57,0.0,0.0,1,Thunderstorm,proximity thunderstorm,8/3/2018 14:00,5456,high
18329,None,295.44,3.86,0.0,90,Rain,heavy intensity rain,9/17/2015 6:00,5023,high
32266,None,285.33,0.0,0.0,40,Clouds,scattered clouds,4/1/2017 11:00,4572,high
11046,None,278.65,0.91,0.0,64,Rain,light rain,12/28/2013 16:00,4451,high
22626,None,285.79,0.0,0.0,75,Rain,moderate rain,4/21/2016 1:00,417,very low
18403,None,284.32,0.0,0.0,1,Clear,sky is clear,9/19/2015 2:00,556,very low
15805,None,299.34,0.0,0.0,1,Clear,sky is clear,7/30/2014 17:00,6317,very high
2181,None,268.39,0.0,0.0,90,Mist,mist,12/19/2012 0:00,534,very low
39864,None,270.79,0.0,0.0,90,Haze,haze,12/17/2017 16:00,4493,high
30107,None,272.55,0.0,0.0,90,Haze,haze,1/16/2017 15:00,4852,high
19269,None,283.08,0.0,0.0,90,Clouds,overcast clouds,10/31/2015 17:00,4105,low
9807,None,270.77,0.0,0.0,64,Clouds,broken clouds,11/12/2013 16:00,6753,very high
23312,None,278.07,1.69,0.0,90,Rain,moderate rain,5/13/2016 8:00,5340,high
2505,None,262.89,0.0,0.0,20,Mist,mist,12/29/2012 23:00,2419,very low
6633,None,283.2,0.0,0.0,90,Clouds,overcast clouds,6/3/2013 3:00,343,very low
1537,None,273.84,0.0,0.0,75,Clouds,broken clouds,11/28/2012 17:00,5813,high
43343,None,268.79,0.0,0.0,90,Mist,mist,4/16/2018 0:00,407,very low
5627,None,294.95,0.0,0.0,1,Clear,sky is clear,4/30/2013 15:00,6065,very high
3396,None,269.34,0.0,0.0,20,Clouds,few clouds,2/6/2013 16:00,6393,very high
19604,None,271.61,0.0,0.0,90,Clouds,overcast clouds,11/20/2015 17:00,6240,very high
2616,None,263.93,0.0,0.0,90,Snow,heavy snow,1/3/2013 9:00,4768,high
6117,None,288.56,0.0,0.0,90,Rain,moderate rain,5/18/2013 14:00,4866,high
35851,None,301.92,0.0,0.0,75,Clouds,broken clouds,8/1/2017 14:00,5018,high
25828,None,296.18,0.25,0.0,12,Rain,light rain,8/18/2016 18:00,4522,high
10785,None,276.793,0.0,0.0,64,Clouds,broken clouds,12/19/2013 2:00,288,very low
17886,None,296.83,1.27,0.0,75,Rain,moderate rain,9/2/2015 2:00,325,very low
26114,None,290.46,0.0,0.0,75,Mist,mist,8/28/2016 9:00,3444,low
21863,None,274.86,0.0,0.0,40,Rain,light rain,3/17/2016 5:00,2651,very low
36817,None,294.58,0.0,0.0,75,Haze,haze,9/1/2017 16:00,5952,very high
10782,None,276.793,0.0,0.0,64,Clouds,broken clouds,12/18/2013 23:00,1116,very low
25418,None,298.97,0.0,0.0,75,Clouds,broken clouds,8/1/2016 20:00,2495,very low
39271,None,281.08,0.0,0.0,1,Clear,sky is clear,11/26/2017 17:00,4794,high
5665,None,281.09,0.0,0.0,90,Rain,moderate rain,5/2/2013 5:00,2575,very low
27045,None,294.52,0.0,0.0,0,Clear,Sky is Clear,10/2/2016 12:00,3962,low
11747,None,256.47,0.0,0.0,64,Clouds,broken clouds,1/25/2014 9:00,3179,low
37155,None,300.79,0.0,0.0,1,Clear,sky is clear,9/14/2017 13:00,5184,high
48178,None,280.3,0.0,0.0,90,Clouds,overcast clouds,9/30/2018 0:00,1826,very low
17538,None,287.3,0.0,0.0,90,Drizzle,drizzle,8/19/2015 7:00,5819,high
15834,None,292.08,0.51,0.0,1,Rain,light rain,7/31/2014 23:00,1641,very low
39888,None,270.15,0.0,0.0,75,Mist,mist,12/18/2017 5:00,2852,very low
37391,None,301.46,0.0,0.0,75,Clouds,broken clouds,9/23/2017 13:00,4816,high
31771,None,273.02,0.0,0.0,1,Clear,sky is clear,3/15/2017 16:00,6552,very high
11606,None,274.62,0.25,0.0,90,Rain,light rain,1/19/2014 18:00,3095,low
32532,None,277.65,0.0,0.0,90,Rain,moderate rain,4/10/2017 16:00,6404,very high
10959,None,269.1,0.0,0.0,90,Haze,haze,12/25/2013 13:00,2546,very low
3824,None,267.23,0.0,0.0,90,Snow,heavy snow,2/23/2013 9:00,3524,low
7904,None,295.8,0.0,0.0,0,Clear,Sky is Clear,7/24/2013 14:00,5626,high
37352,None,297.58,0.0,0.0,1,Clear,sky is clear,9/22/2017 2:00,311,very low
28923,None,266.08,0.0,0.0,40,Snow,light snow,12/8/2016 8:00,5934,very high
45479,None,292.15,0.0,0.0,90,Rain,heavy intensity rain,7/1/2018 12:00,3696,low
20296,None,267.44,0.0,0.0,90,Clouds,overcast clouds,12/29/2015 18:00,3573,low
14138,None,288.76,6.6,0.0,90,Mist,mist,5/8/2014 16:00,5902,very high
22998,None,281.74,0.0,0.0,1,Clear,sky is clear,5/3/2016 4:00,861,very low
47873,None,287.91,0.0,0.0,90,Mist,mist,9/19/2018 22:00,1693,very low
44395,None,292.3,0.0,0.0,1,Clear,sky is clear,5/26/2018 2:00,579,very low
38181,None,291.55,0.0,0.0,1,Clear,sky is clear,10/20/2017 11:00,5071,high
16513,None,291.51,0.0,0.0,1,Clear,sky is clear,7/13/2015 4:00,849,very low
15616,None,295.92,0.0,0.0,90,Clouds,overcast clouds,7/19/2014 11:00,4407,high
7296,None,293.31,0.25,0.0,0,Rain,light rain,6/29/2013 7:00,1964,very low
21405,None,277.22,0.0,0.0,90,Clouds,overcast clouds,2/20/2016 14:00,5775,high
5962,None,278.24,0.0,0.0,1,Clear,sky is clear,5/12/2013 6:00,631,very low
7582,None,301.25,0.0,0.0,64,Rain,moderate rain,7/10/2013 19:00,3523,low
36905,None,286.22,0.0,0.0,40,Rain,light rain,9/4/2017 20:00,2725,very low
7521,None,303.63,0.0,0.0,56,Clouds,broken clouds,7/8/2013 13:00,5016,high
9579,None,275.36,0.0,0.0,8,Clear,sky is clear,10/19/2013 22:00,3096,low
32512,None,285.36,0.0,0.0,40,Clouds,scattered clouds,4/9/2017 23:00,2304,very low
24214,None,294.35,0.0,0.0,32,Clouds,scattered clouds,6/15/2016 20:00,3388,low
43219,None,272.22,0.0,0.0,90,Snow,light snow,4/14/2018 2:00,397,very low
2293,None,260.19,0.0,0.0,1,Clear,sky is clear,12/22/2012 4:00,394,very low
8225,None,289.73,1.52,0.0,75,Rain,moderate rain,8/6/2013 6:00,6053,very high
14833,None,291.36,0.0,0.0,24,Mist,mist,6/2/2014 3:00,401,very low
26098,None,288.88,0.0,0.0,90,Fog,fog,8/28/2016 3:00,443,very low
36580,None,288.94,0.0,0.0,75,Rain,moderate rain,8/25/2017 4:00,864,very low
2816,None,275.86,0.0,0.0,75,Clouds,broken clouds,1/11/2013 11:00,4786,high
